Enrolment Id,USER_ID,COURSE_ID,Enrolment Method,Enrolment Status,Enrolment Cost,Enrolment First Enrolled Date,Enrolment Due Date,Enrolment Start Date,Enrolment Completion Date,Enrolment Created Date,Enrolment Modified Date,Enrolment Assignment Rule,Enrolment Retrain In Period,Enrolment Retrain Open In Period,Enrolment Retrain Date,Enrolment Retrain Open Date,Enrolment Is Retrain Overdue,Enrolment Is Enrolment Overdue,Enrolment Overdue Days,Enrolment Retrain Overdue Days,CLIENT_NAME,CLIENT_REGION
5686,1433,5,Manual,Not Yet Started,0.0,2022-12-16 04:59:03+00:00,2023-02-16 04:59:03+00:00,,,2022-12-16 04:59:03+00:00,2022-12-16 04:59:03+00:00,,24 MONTHS,2 MONTHS,,,False,True,1238,0,lifelinedirect,SYD
3057838,5836,10554,Manual,Not Yet Started,0.0,2021-06-10 02:00:58+00:00,2021-07-08 02:00:58+00:00,2022-05-06 20:17:41+00:00,,2024-07-02 02:39:02+00:00,2024-07-02 02:39:02+00:00,,12 MONTHS,4 WEEKS,,,False,True,1826,0,healthscopeelearning,SYD
853256,3260,4434,Manual,Not Yet Started,,2011-11-14 00:00:00+00:00,2011-12-12 00:00:00+00:00,,,2015-11-03 02:53:17+00:00,2015-11-03 02:53:17+00:00,,0 MONTHS,0 DAYS,,,False,True,5322,0,healthscope,SYD
3657095,88152,1586,Rule,Not Yet Started,0.0,2025-04-22 01:09:35+00:00,2025-06-03 01:09:35+00:00,,,2025-04-22 01:09:35+00:00,2025-04-22 01:09:35+00:00,AU SEC - ALL - Driver Safety  (End Dated - 31/03/2026),0 MONTHS,0 DAYS,,,False,True,400,0,wilson,SYD
5362,578,44,Manual,Not Yet Started,0.0,2024-03-18 03:12:51+00:00,2024-06-18 04:12:51+00:00,,,2024-03-06 03:27:26+00:00,2024-03-18 03:12:51+00:00,,0 MONTHS,0 DAYS,,,False,True,750,0,lccare,SYD
1037,136,39,Manual,Recompletion Required,0.0,2020-10-27 01:33:46+00:00,2021-11-09 07:54:23+00:00,2020-10-27 10:52:49+00:00,2020-11-02 07:54:23+00:00,2020-10-27 01:33:46+00:00,2021-10-04 16:40:20+00:00,,12 MONTHS,4 WEEKS,2021-11-02 07:54:23+00:00,2021-10-05 07:54:23+00:00,True,True,0,1709,heroteams,SYD
2253181,58770,10849,Manual,Recompletion Required,0.0,2018-03-06 03:24:53+00:00,2020-09-09 21:19:24+00:00,2019-08-12 21:19:24+00:00,2019-08-12 21:19:24+00:00,2018-03-06 03:24:53+00:00,2020-08-12 17:04:34+00:00,,12 MONTHS,0 DAYS,2020-08-12 21:19:24+00:00,2020-08-12 21:19:24+00:00,True,True,0,2156,healthscope,SYD
3139,1050,41,Manual,Not Yet Started,0.0,2026-06-03 23:53:08+00:00,2026-06-17 23:53:08+00:00,,,2026-06-03 23:53:08+00:00,2026-06-03 23:53:08+00:00,,12 MONTHS,1 MONTHS,,,False,True,21,0,premierfresh,SYD
1987,343,49,Manual,Not Yet Started,0.0,2019-08-14 04:14:53+00:00,2019-09-11 04:14:53+00:00,,,2019-08-14 04:14:53+00:00,2019-08-14 04:14:53+00:00,,0 MONTHS,0 DAYS,,,False,True,2492,0,costagroup,SYD
298579,4585,639,Manual,Not Yet Started,0.0,2025-11-10 04:46:27+00:00,2025-11-11 04:46:27+00:00,,,2024-05-21 01:03:26+00:00,2025-11-10 04:46:27+00:00,,12 MONTHS,2 MONTHS,,,False,True,239,0,lifestylesolutions,SYD
83691,5362,642,Self,Not Yet Started,0.0,2024-01-11 22:18:18+00:00,2024-01-11 22:18:18+00:00,,,2024-01-11 22:18:18+00:00,2024-01-11 22:18:18+00:00,,0 MONTHS,0 DAYS,,,False,True,909,0,vetpartners,SYD
3849146,80882,1796,Rule,Not Yet Started,0.0,2025-09-22 00:27:34+00:00,2025-10-19 23:27:34+00:00,,,2025-09-22 00:27:34+00:00,2025-09-22 00:27:34+00:00,AU - Field Based Employees (End Dated - 31/03/2026),0 MONTHS,0 DAYS,,,False,True,262,0,wilson,SYD
576076,22207,2564,Manual,Not Yet Started,0.0,2020-06-19 00:38:32+00:00,2020-07-03 00:38:32+00:00,,,2020-06-19 00:38:32+00:00,2020-06-19 00:38:32+00:00,,12 MONTHS,2 MONTHS,,,False,True,2196,0,msssecurity,SYD
29460,787,372,Manual,Recompletion Required,0.0,2021-02-16 05:07:11+00:00,2022-02-25 04:55:05+00:00,2021-02-22 04:55:03+00:00,2021-02-22 04:55:05+00:00,2021-02-16 05:07:11+00:00,2022-02-21 16:24:23+00:00,,12 MONTHS,0 DAYS,2022-02-22 04:55:05+00:00,2022-02-22 04:55:05+00:00,True,True,0,1597,payrolltesting,SYD
73440,4866,54,Manual,In Progress,0.0,2020-08-27 03:59:28+00:00,2020-10-08 02:59:28+00:00,2020-11-04 06:15:58+00:00,,2020-08-27 03:59:28+00:00,2020-11-04 06:15:58+00:00,,36 MONTHS,2 WEEKS,,,False,True,2099,0,csu,SYD
10238,2235,45,Manual,Recompletion Required,0.0,2022-09-01 11:18:34+00:00,2023-03-10 13:30:00+00:00,2022-02-24 13:30:00+00:00,2022-02-24 13:30:00+00:00,2022-09-01 11:18:34+00:00,2023-01-20 17:25:10+00:00,,12 MONTHS,5 WEEKS,2023-02-24 13:30:00+00:00,2023-01-20 13:30:00+00:00,True,True,0,1230,anglicaresasandbox,SYD
10792,699,10,Manual,Not Yet Started,0.0,2024-11-18 01:33:23+00:00,2024-12-16 01:33:23+00:00,,,2024-11-18 01:33:23+00:00,2024-11-18 01:33:23+00:00,,24 MONTHS,1 MONTHS,,,False,True,569,0,instantfinance,SYD
800005,29768,813,Manual,Not Yet Started,,2015-12-03 06:56:28+00:00,2015-12-31 06:56:28+00:00,,,2015-11-02 13:54:06+00:00,2015-11-02 13:54:06+00:00,,0 MONTHS,0 DAYS,,,False,True,3842,0,healthscope,SYD
3080970,9754,10555,Manual,Not Yet Started,0.0,2021-06-10 02:06:20+00:00,2021-07-08 02:06:20+00:00,2021-09-21 04:27:24+00:00,,2024-07-02 10:54:07+00:00,2024-07-02 10:54:07+00:00,,12 MONTHS,4 WEEKS,,,False,True,1826,0,healthscopeelearning,SYD
3422193,13028,1591,Manual,Not Yet Started,0.0,2024-09-04 01:43:35+00:00,2024-09-18 01:43:35+00:00,,,2024-09-04 01:43:35+00:00,2024-09-04 01:43:35+00:00,,0 MONTHS,0 DAYS,,,False,True,658,0,wilson,SYD
213850,10621,261,Manual,Not Yet Started,0.0,2026-03-23 04:12:40+00:00,2026-04-06 04:12:40+00:00,,,2026-03-23 04:12:40+00:00,2026-03-23 04:12:40+00:00,,0 MONTHS,0 DAYS,,,False,True,93,0,greenleaveselc,SYD
6494,189,749,Manual,Not Yet Started,0.0,2020-12-17 21:14:32+00:00,2020-12-31 21:14:32+00:00,,,2020-12-17 21:10:01+00:00,2020-12-17 21:14:32+00:00,,12 MONTHS,2 MONTHS,,,False,True,2015,0,landcareresearch,SYD
24394,388,164,Manual,Not Yet Started,0.0,2025-02-02 23:26:57+00:00,2025-02-12 23:26:57+00:00,,,2025-02-02 23:26:57+00:00,2025-02-02 23:26:57+00:00,,0 DAYS,0 DAYS,,,False,True,511,0,sctlogistics,SYD
1741947,35340,1516,Manual,Not Yet Started,0.0,2023-07-21 05:01:39+00:00,2023-07-31 05:01:39+00:00,,,2023-07-21 05:01:39+00:00,2023-07-21 05:01:39+00:00,,0 MONTHS,0 DAYS,,,False,True,1073,0,ndia,GOV
30776,1859,121,Manual,Not Yet Started,0.0,2025-04-28 07:18:19+00:00,2025-05-05 07:18:19+00:00,,,2025-04-28 07:18:19+00:00,2025-04-28 07:18:19+00:00,,0 MONTHS,0 DAYS,,,False,True,429,0,aicd,SYD
79822,12078,131,Self,Not Yet Started,0.0,2021-05-14 02:20:52+00:00,2021-06-11 02:20:52+00:00,,,2021-05-14 02:20:52+00:00,2021-05-14 02:20:52+00:00,,0 MONTHS,0 DAYS,,,False,True,1853,0,elmoacademy,SYD
93324,1267,943,Manual,In Progress,0.0,2024-10-30 07:44:24+00:00,2024-11-13 07:44:24+00:00,2024-11-19 06:31:30+00:00,,2024-10-30 07:44:24+00:00,2024-11-19 06:31:30+00:00,,0 MONTHS,0 DAYS,,,False,True,602,0,swancare,SYD
16336,141,104,Manual,Not Yet Started,0.0,2017-11-29 00:22:45+00:00,2017-12-27 00:22:45+00:00,,,2017-11-29 00:22:45+00:00,2017-11-29 00:22:45+00:00,,0 MONTHS,0 DAYS,,,False,True,3115,0,caresouth,SYD
25461,196,86,Manual,Not Yet Started,0.0,2026-05-13 22:59:54+00:00,2026-05-18 22:59:54+00:00,,,2026-05-13 22:59:54+00:00,2026-05-13 22:59:54+00:00,,24 MONTHS,1 DAYS,,,False,True,51,0,gegroup,SYD
