Enrolment Id,USER_ID,COURSE_ID,Enrolment Method,Enrolment Status,Enrolment Cost,Enrolment First Enrolled Date,Enrolment Due Date,Enrolment Start Date,Enrolment Completion Date,Enrolment Created Date,Enrolment Modified Date,Enrolment Assignment Rule,Enrolment Retrain In Period,Enrolment Retrain Open In Period,Enrolment Retrain Date,Enrolment Retrain Open Date,Enrolment Is Retrain Overdue,Enrolment Is Enrolment Overdue,Enrolment Overdue Days,Enrolment Retrain Overdue Days,CLIENT_NAME,CLIENT_REGION
3408697,42179,11288,Rule,In Progress,0.0,2025-02-10 12:29:59+00:00,2026-03-07 02:18:35+00:00,2026-04-22 23:52:48+00:00,2025-02-21 02:18:35+00:00,2025-02-10 12:29:59+00:00,2026-04-22 23:52:48+00:00,Safe Medication Administration,12 MONTHS,4 WEEKS,2026-02-21 02:18:35+00:00,2026-01-24 02:18:35+00:00,True,True,123,137,healthscopeelearning,SYD
219503,10676,264,Manual,Not Yet Started,0.0,2026-05-01 00:57:38+00:00,2026-05-01 00:00:00+00:00,,,2026-05-01 00:57:38+00:00,2026-05-01 00:57:38+00:00,,0 MONTHS,0 DAYS,,,False,True,68,0,greenleaveselc,SYD
198471,9421,253,Manual,Not Yet Started,0.0,2026-01-07 06:55:03+00:00,2026-01-23 00:00:00+00:00,,,2026-01-07 06:55:03+00:00,2026-01-07 06:55:03+00:00,,0 MONTHS,0 DAYS,,,False,True,166,0,greenleaveselc,SYD
831,717,26,Manual,Not Yet Started,0.0,2026-07-06 04:52:39+00:00,,,,2026-07-06 04:52:39+00:00,2026-07-06 04:52:39+00:00,,0 MONTHS,0 DAYS,,,False,False,0,0,fantech,SYD
266569,14488,299,Manual,Not Yet Started,,2016-05-22 14:00:00+00:00,2016-06-12 14:00:00+00:00,,,2016-05-23 03:37:16+00:00,2016-05-23 03:37:16+00:00,,0 MONTHS,0 DAYS,,,False,True,3678,0,wilson,SYD
20932,1095,124,Rule,Not Yet Started,0.0,2026-06-25 00:11:34+00:00,2026-06-26 00:11:34+00:00,,,2026-06-25 00:11:34+00:00,2026-06-25 00:11:34+00:00,Early Childhood Educator,12 MONTHS,1 WEEKS,,,False,True,12,0,begavalley,SYD
3053793,11498,10554,Manual,Recompletion Required,0.0,2021-06-09 06:11:27+00:00,2021-07-14 14:00:00+00:00,2020-06-16 14:00:00+00:00,2020-06-16 14:00:00+00:00,2024-07-02 01:01:26+00:00,2024-07-02 01:01:26+00:00,,12 MONTHS,4 WEEKS,2021-06-16 14:00:00+00:00,2021-05-19 14:00:00+00:00,True,True,0,1848,healthscopeelearning,SYD
1378418,17209,3858,Manual,Not Yet Started,0.0,2023-09-28 05:53:52+00:00,2023-10-05 04:53:52+00:00,,,2023-09-28 05:53:52+00:00,2023-09-28 05:53:52+00:00,,0 MONTHS,0 DAYS,,,False,True,1007,0,msssecurity,SYD
3503631,39984,1638,Manual,Not Yet Started,0.0,2024-11-06 02:38:47+00:00,2024-11-20 02:38:47+00:00,,,2024-11-06 02:38:47+00:00,2024-11-06 02:38:47+00:00,,0 MONTHS,0 DAYS,,,False,True,595,0,wilson,SYD
124138,2391,655,Manual,Not Yet Started,0.0,2026-07-05 22:47:46+00:00,2026-07-12 22:47:46+00:00,,,2026-07-05 22:47:46+00:00,2026-07-05 22:47:46+00:00,,0 MONTHS,0 DAYS,,,False,False,0,0,commit,SYD
37507,224,51,Manual,Recompletion Required,0.0,2017-03-02 06:36:29+00:00,2018-09-01 03:55:05+00:00,2017-07-21 03:49:15+00:00,2017-07-21 03:55:05+00:00,2017-03-02 06:36:29+00:00,2021-01-11 21:39:47+00:00,,12 MONTHS,14 DAYS,2018-07-21 03:55:05+00:00,2018-07-07 03:55:05+00:00,True,True,0,2909,clinicallabs,SYD
8341,544,435,Manual,Recompletion Required,0.0,2024-04-26 04:42:31+00:00,2025-07-19 16:43:09+00:00,2024-07-09 16:43:01+00:00,2024-07-09 16:43:09+00:00,2024-04-26 04:42:31+00:00,2025-07-06 16:36:11+00:00,,12 MONTHS,3 DAYS,2025-07-09 16:43:09+00:00,2025-07-06 16:43:09+00:00,True,True,0,364,brightfoodgroup,SYD
3787867,89805,1577,Rule,Not Yet Started,0.0,2025-08-05 00:25:52+00:00,2026-02-04 23:25:52+00:00,,,2025-08-05 00:25:52+00:00,2025-08-05 00:25:52+00:00,AU SEC - ALL - VR Training,0 MONTHS,0 DAYS,,,False,True,154,0,wilson,SYD
1025790,42254,376,Manual,Not Yet Started,,2015-12-04 00:32:28+00:00,2016-01-01 00:32:28+00:00,,,2015-11-03 02:18:23+00:00,2015-11-03 02:18:23+00:00,,0 MONTHS,0 DAYS,,,False,True,3841,0,healthscope,SYD
10153,629,55,Manual,Not Yet Started,0.0,2021-06-09 20:45:01+00:00,2021-06-10 20:45:01+00:00,,,2021-06-04 04:15:58+00:00,2021-06-09 20:45:01+00:00,,0 MONTHS,0 DAYS,,,False,True,1854,0,aaco,SYD
182291,21546,31,Self,Not Yet Started,0.0,2023-08-23 04:09:46+00:00,2023-09-20 04:09:46+00:00,,,2023-08-23 04:09:46+00:00,2023-08-23 04:09:46+00:00,,0 MONTHS,0 DAYS,,,False,True,1022,0,elmoacademy,SYD
761363,15807,486,Manual,Not Yet Started,,2014-02-14 00:00:00+00:00,2014-03-14 00:00:00+00:00,,,2015-11-02 22:51:36+00:00,2015-11-02 22:51:36+00:00,,0 MONTHS,0 DAYS,,,False,True,4499,0,healthscope,SYD
148976,8698,73,Manual,Recompletion Required,0.0,2022-05-01 23:57:49+00:00,2026-06-14 05:55:38+00:00,2023-05-17 03:41:06+00:00,2023-05-17 05:55:38+00:00,2022-05-01 23:57:49+00:00,2026-05-09 19:04:27+00:00,,36 MONTHS,7 DAYS,2026-05-17 05:55:38+00:00,2026-05-10 05:55:38+00:00,True,True,0,52,csu,SYD
521782,5050,23,Rule,Not Yet Started,0.0,2025-10-24 08:08:27+00:00,2025-10-24 08:08:27+00:00,,,2025-10-24 08:08:27+00:00,2025-10-24 08:08:27+00:00,Disability Frontline National,0 MONTHS,0 DAYS,,,False,True,257,0,lifestylesolutions,SYD
2869,872,8,Manual,Recompletion Required,0.0,2019-12-18 01:31:08+00:00,2021-12-21 10:07:27+00:00,2020-12-07 09:59:24+00:00,2020-12-07 10:07:27+00:00,2019-12-18 01:31:08+00:00,2021-11-06 16:26:43+00:00,,12 MONTHS,1 MONTHS,2021-12-07 10:07:27+00:00,2021-11-07 10:07:27+00:00,True,True,0,1674,m180,SYD
75613,847,219,Rule,Not Yet Started,0.0,2026-02-25 17:08:48+00:00,2024-07-21 00:00:00+00:00,,,2026-02-25 17:08:48+00:00,2026-02-25 17:08:48+00:00,Compliance Refresh 2 - RSC & ARL Manager,0 MONTHS,0 DAYS,,,False,True,717,0,collinsfoods,SYD
38083,1818,589,Rule,Not Yet Started,0.0,2026-07-05 22:44:11+00:00,2026-08-16 22:44:11+00:00,,,2026-07-05 22:44:11+00:00,2026-07-05 22:44:11+00:00,Compliance Training,12 MONTHS,0 DAYS,,,False,False,0,0,kordamentha,SYD
1236445,29769,1630,Rule,Not Yet Started,0.0,2025-09-11 23:21:54+00:00,2025-09-25 23:21:54+00:00,,,2025-09-11 23:21:54+00:00,2025-09-11 23:21:54+00:00,QXR Mandatory Training Modules (excl Radiologists/Other Doctors),0 MONTHS,0 DAYS,,,False,True,286,0,sonic,SYD
64108,4291,595,Manual,Recompletion Required,0.0,2021-10-26 08:30:43+00:00,2024-12-11 13:39:23+00:00,2022-12-04 13:38:35+00:00,2022-12-04 13:39:23+00:00,2021-10-26 08:30:43+00:00,2024-11-20 15:30:25+00:00,,24 MONTHS,2 WEEKS,2024-12-04 13:39:23+00:00,2024-11-20 13:39:23+00:00,True,True,0,581,hiltonfoods,SYD
60338,2351,154,Manual,Not Yet Started,0.0,2025-04-03 03:54:10+00:00,2025-04-10 04:54:10+00:00,,,2025-04-03 03:54:10+00:00,2025-04-03 03:54:10+00:00,,0 MONTHS,0 DAYS,,,False,True,454,0,intoworkgrp,SYD
776769,4758,2352,Manual,Not Yet Started,,2014-09-16 00:00:00+00:00,2014-10-14 00:00:00+00:00,,,2015-11-02 18:46:14+00:00,2015-11-02 18:46:14+00:00,,0 MONTHS,0 DAYS,,,False,True,4285,0,healthscope,SYD
3219,690,7,Manual,In Progress,0.0,2025-07-28 23:44:26+00:00,2025-08-11 23:44:26+00:00,2025-08-04 11:01:41+00:00,,2025-07-28 23:44:26+00:00,2025-08-04 11:01:41+00:00,,12 MONTHS,0 DAYS,,,False,True,331,0,southerndistricts,SYD
58279,4374,46,Manual,Not Yet Started,0.0,2025-06-04 05:22:22+00:00,2025-07-30 05:22:22+00:00,,,2024-11-28 06:18:37+00:00,2025-06-04 05:22:22+00:00,,24 MONTHS,2 MONTHS,,,False,True,343,0,edithcowanuniversity,SYD
36212,1225,889,Manual,Not Yet Started,0.0,2026-04-01 03:30:06+00:00,2026-06-30 00:00:00+00:00,,,2026-04-01 03:30:06+00:00,2026-04-01 03:30:06+00:00,,0 MONTHS,0 DAYS,,,False,True,8,0,chllearningcentre,SYD
884125,25669,1055,Manual,Not Yet Started,,2013-03-21 00:00:00+00:00,2013-04-18 00:00:00+00:00,,,2015-11-02 23:51:18+00:00,2015-11-02 23:51:18+00:00,,0 MONTHS,0 DAYS,,,False,True,4829,0,healthscope,SYD
20717,1479,240,Manual,Not Yet Started,0.0,2020-12-10 05:19:47+00:00,2020-12-24 05:19:47+00:00,,,2020-12-10 05:19:47+00:00,2020-12-10 05:19:47+00:00,,24 MONTHS,2 WEEKS,,,False,True,2022,0,gladstonerc,SYD
1521777,31578,1656,Manual,Not Yet Started,0.0,2026-06-10 08:05:50+00:00,2026-06-24 08:05:50+00:00,,,2026-06-10 08:05:50+00:00,2026-06-10 08:05:50+00:00,,12 MONTHS,0 DAYS,,,False,True,14,0,sonic,SYD
257317,5719,478,Manual,Not Yet Started,0.0,2021-03-03 05:21:48+00:00,2021-06-03 06:21:48+00:00,,,2021-03-03 05:21:48+00:00,2021-03-03 05:21:48+00:00,,12 MONTHS,1 MONTHS,,,False,True,1861,0,clinicallabs,SYD
132410,14508,79,Self,In Progress,0.0,2022-08-08 00:10:28+00:00,2022-08-22 00:10:28+00:00,2022-08-08 00:55:49+00:00,,2022-08-08 00:10:28+00:00,2022-08-08 00:55:49+00:00,,0 MONTHS,0 DAYS,,,False,True,1416,0,elmoacademy,SYD
2733,352,46,Manual,In Progress,0.0,2024-02-28 06:09:35+00:00,2024-03-06 06:09:35+00:00,2024-07-01 01:26:54+00:00,,2024-02-28 06:09:35+00:00,2024-07-01 01:26:54+00:00,,0 MONTHS,0 DAYS,,,False,True,854,0,synertec,SYD
7166,212,102,Manual,Not Yet Started,0.0,2020-12-31 00:13:57+00:00,2021-01-04 00:13:57+00:00,,,2020-12-31 00:13:57+00:00,2020-12-31 00:13:57+00:00,,0 MONTHS,0 DAYS,,,False,True,2011,0,westernleisureservices,SYD
156169,4698,75,Manual,Recompletion Required,0.0,2022-06-27 00:51:44+00:00,2025-08-08 02:29:38+00:00,2022-07-11 01:07:26+00:00,2022-07-11 02:29:38+00:00,2022-06-27 00:51:44+00:00,2025-07-10 16:29:40+00:00,,36 MONTHS,0 DAYS,2025-07-11 02:29:38+00:00,2025-07-11 02:29:38+00:00,True,True,0,362,csu,SYD
273519,13439,2058,Manual,Not Yet Started,0.0,2025-02-21 03:23:40+00:00,2025-03-21 03:23:40+00:00,,,2025-02-21 03:23:40+00:00,2025-02-21 03:23:40+00:00,,0 MONTHS,0 DAYS,,,False,True,474,0,tmbank,SYD
5287,2532,2,Manual,Not Yet Started,0.0,2021-10-21 03:19:47+00:00,2021-11-04 03:19:47+00:00,,,2021-10-21 03:19:47+00:00,2021-10-21 03:19:47+00:00,,0 MONTHS,0 DAYS,,,False,True,1707,0,mil,SYD
1324296,54674,2339,Manual,Recompletion Required,0.0,2022-02-01 23:11:04+00:00,2023-03-16 08:43:34+00:00,2022-02-19 08:22:10+00:00,2022-02-19 08:43:34+00:00,2022-02-01 23:11:04+00:00,2023-01-18 17:30:30+00:00,,10 MONTHS,0 DAYS,2022-12-19 08:43:34+00:00,2022-12-19 08:43:34+00:00,True,True,0,1297,crownlearn,SYD
1539,328,52,Rule,Not Yet Started,0.0,2024-06-18 05:12:45+00:00,2025-05-18 05:12:45+00:00,,,2024-06-18 05:12:45+00:00,2024-06-18 05:12:45+00:00,Marketing Team Development,0 MONTHS,0 DAYS,,,False,True,416,0,carepharma,SYD
68240,5553,51,Manual,Recompletion Required,0.0,2024-06-26 02:55:50+00:00,2026-08-02 11:41:51+00:00,2024-07-05 11:37:17+00:00,2024-07-05 11:41:51+00:00,2024-06-26 02:55:50+00:00,2026-06-27 16:30:54+00:00,,24 MONTHS,1 WEEKS,2026-07-05 11:41:51+00:00,2026-06-28 11:41:51+00:00,True,False,0,3,stowe,SYD
3759863,51047,12246,Rule,Completed,0.0,2026-01-28 20:35:14+00:00,2026-02-11 20:35:14+00:00,2026-02-04 03:20:54+00:00,2026-02-04 03:41:16+00:00,2026-01-28 20:35:14+00:00,2026-02-04 03:41:17+00:00,Healthscope - Salary Packaging,0 MONTHS,0 DAYS,,,False,False,0,0,healthscopeelearning,SYD
22207,1436,199,Manual,In Progress,0.0,2026-04-15 00:34:41+00:00,2026-04-22 00:34:41+00:00,2026-05-01 16:17:13+00:00,,2026-04-15 00:34:41+00:00,2026-05-01 16:17:13+00:00,,12 MONTHS,1 MONTHS,,,False,True,77,0,carpentaria,SYD
553810,5009,2582,Manual,Not Yet Started,0.0,2020-05-01 01:54:53+00:00,2020-05-15 01:54:53+00:00,,,2020-05-01 01:54:53+00:00,2020-05-01 01:54:53+00:00,,0 MONTHS,0 DAYS,,,False,True,2245,0,msssecurity,SYD
1362726,61437,2215,Manual,Recompletion Required,0.0,2022-03-21 20:22:20+00:00,2024-03-23 03:00:51+00:00,2023-03-24 02:44:11+00:00,2023-03-24 03:00:51+00:00,2022-03-21 20:22:20+00:00,2024-02-23 15:32:02+00:00,,10 MONTHS,0 DAYS,2024-01-24 03:00:51+00:00,2024-01-24 03:00:51+00:00,True,True,0,896,crownlearn,SYD
11972,1278,51,Manual,Recompletion Required,0.0,2025-08-05 07:00:49+00:00,2026-02-05 20:40:52+00:00,2025-08-05 21:40:47+00:00,2025-08-05 21:40:52+00:00,2025-08-05 07:00:49+00:00,2026-01-05 15:33:29+00:00,,6 MONTHS,1 MONTHS,2026-02-05 21:40:52+00:00,2026-01-05 21:40:52+00:00,True,True,0,153,gowriensw,SYD
576984,22257,2591,Manual,Not Yet Started,0.0,2020-06-19 00:43:20+00:00,2020-07-03 00:43:20+00:00,,,2020-06-19 00:43:20+00:00,2020-06-19 00:43:20+00:00,,0 MONTHS,0 DAYS,,,False,True,2196,0,msssecurity,SYD
39550,4003,261,Manual,Not Yet Started,0.0,2021-11-28 23:07:43+00:00,2022-02-06 23:07:43+00:00,,,2021-11-28 23:07:43+00:00,2021-11-28 23:07:43+00:00,,0 MONTHS,0 DAYS,,,False,True,1613,0,covermore,SYD
52327,1443,8,Manual,Not Yet Started,0.0,2022-06-17 05:18:46+00:00,2022-06-20 05:18:46+00:00,,,2022-06-17 05:18:46+00:00,2022-06-17 05:18:46+00:00,,0 MONTHS,0 DAYS,,,False,True,1479,0,lifestylesolutions,SYD
1457706,22452,802,Manual,Not Yet Started,0.0,2020-06-29 04:36:04+00:00,2020-07-27 04:36:04+00:00,,,2020-06-29 04:36:04+00:00,2020-06-29 04:36:04+00:00,,0 MONTHS,0 DAYS,,,False,True,2172,0,wilson,SYD
924944,15474,4734,Manual,Not Yet Started,,2013-08-28 00:00:00+00:00,2013-09-25 00:00:00+00:00,,,2015-11-03 00:09:25+00:00,2015-11-03 00:09:25+00:00,,0 MONTHS,0 DAYS,,,False,True,4669,0,healthscope,SYD
6033,267,38,Manual,Not Yet Started,0.0,2024-04-05 03:45:12+00:00,2024-05-10 04:45:12+00:00,,,2024-04-05 03:45:12+00:00,2024-04-05 03:45:12+00:00,,0 MONTHS,0 DAYS,,,False,True,789,0,elmopartnerlms,SYD
3584,143,135,Manual,Recompletion Required,0.0,2023-02-28 22:54:27+00:00,2025-08-12 03:24:31+00:00,2025-07-08 03:24:31+00:00,2025-07-08 03:24:31+00:00,2023-02-28 22:54:27+00:00,2025-08-06 16:29:41+00:00,,30 DAYS,0 DAYS,2025-08-07 03:24:31+00:00,2025-08-07 03:24:31+00:00,True,True,0,335,capricornian,SYD
214247,24108,8,Manual,Not Yet Started,0.0,2024-05-06 23:41:32+00:00,2024-05-20 23:41:32+00:00,,,2024-05-06 23:41:32+00:00,2024-05-06 23:41:32+00:00,,0 MONTHS,0 DAYS,,,False,True,779,0,elmoacademy,SYD
6442,601,28,Manual,In Progress,0.0,2025-02-19 04:26:59+00:00,2025-03-05 04:26:59+00:00,2025-04-09 08:39:16+00:00,,2025-02-19 04:26:59+00:00,2025-04-09 08:39:16+00:00,,12 MONTHS,14 DAYS,,,False,True,490,0,acumentis,SYD
611325,8858,1007,Manual,In Progress,0.0,2024-03-25 00:23:14+00:00,2026-05-14 01:57:26+00:00,2026-04-21 02:39:03+00:00,2025-05-14 01:57:26+00:00,2024-03-25 00:23:14+00:00,2026-04-21 02:39:03+00:00,,12 MONTHS,4 WEEKS,2026-05-14 01:57:26+00:00,2026-04-16 01:57:26+00:00,True,True,55,55,clinicallabs,SYD
85956,1886,327,Manual,Not Yet Started,0.0,2023-02-12 21:38:25+00:00,2023-02-19 21:38:25+00:00,,,2023-02-12 21:38:25+00:00,2023-02-12 21:38:25+00:00,,0 MONTHS,0 DAYS,,,False,True,1235,0,commit,SYD
417,146,5,Manual,Recompletion Required,0.0,2021-08-17 01:15:43+00:00,,2021-08-25 03:29:33+00:00,2021-08-25 03:30:09+00:00,2021-08-17 01:15:43+00:00,2022-08-17 17:33:24+00:00,,12 MONTHS,1 WEEKS,2022-08-25 03:30:09+00:00,2022-08-18 03:30:09+00:00,True,False,0,1413,qifvls,SYD
2076,1478,158,Manual,Recompletion Required,0.0,2017-03-29 05:03:34+00:00,2024-06-19 22:05:22+00:00,2022-06-19 22:03:08+00:00,2022-06-19 22:05:22+00:00,2017-03-29 05:03:34+00:00,2024-04-24 16:36:22+00:00,,12 MONTHS,8 WEEKS,2023-06-19 22:05:22+00:00,2023-04-24 22:05:22+00:00,True,True,0,1115,gladstonerc,SYD
4167152,93791,1586,Rule,In Progress,0.0,2026-03-11 22:45:12+00:00,2026-04-22 23:45:12+00:00,2026-04-27 09:57:26+00:00,,2026-03-11 22:45:12+00:00,2026-04-27 09:57:26+00:00,AU SEC - ALL - Driver Safety  (End Dated - 31/03/2026),0 MONTHS,0 DAYS,,,False,True,77,0,wilson,SYD
