Enrolment Id,USER_ID,COURSE_ID,Enrolment Method,Enrolment Status,Enrolment Cost,Enrolment First Enrolled Date,Enrolment Due Date,Enrolment Start Date,Enrolment Completion Date,Enrolment Created Date,Enrolment Modified Date,Enrolment Assignment Rule,Enrolment Retrain In Period,Enrolment Retrain Open In Period,Enrolment Retrain Date,Enrolment Retrain Open Date,Enrolment Is Retrain Overdue,Enrolment Is Enrolment Overdue,Enrolment Overdue Days,Enrolment Retrain Overdue Days,CLIENT_NAME,CLIENT_REGION
35448,3010,217,Self,In Progress,0.0,2023-02-20 02:38:52+00:00,2023-05-01 03:38:52+00:00,2023-02-21 01:37:37+00:00,,2023-02-20 02:38:52+00:00,2023-02-21 01:37:37+00:00,,0 MONTHS,0 DAYS,,,False,True,1165,0,gladstonerc,SYD
17311,559,92,Self,In Progress,0.0,2025-03-07 05:56:50+00:00,2025-03-21 05:56:50+00:00,2025-03-07 05:57:24+00:00,,2025-03-07 05:56:50+00:00,2025-03-07 05:57:24+00:00,,0 MONTHS,0 DAYS,,,False,True,475,0,svdpqld,SYD
1538,473,31,Manual,Completed,0.0,2026-06-30 04:20:33+00:00,2026-07-14 04:20:33+00:00,2026-07-07 03:13:01+00:00,2026-07-07 03:13:46+00:00,2026-06-30 04:20:33+00:00,2026-07-07 03:13:47+00:00,,0 WEEKS,0 DAYS,,,False,False,0,0,accpa,SYD
84070,4580,41,Manual,Not Yet Started,,2017-05-24 01:48:39+00:00,2017-08-16 01:48:39+00:00,,,2017-05-24 01:48:41+00:00,2017-05-24 01:48:41+00:00,,0 MONTHS,0 DAYS,,,False,True,3249,0,murdoch,SYD
3986810,74188,5299,Manual,In Progress,0.0,2020-04-14 04:59:33+00:00,2021-05-18 05:24:30+00:00,2021-04-25 04:13:25+00:00,2020-04-20 05:24:30+00:00,2020-04-14 04:59:33+00:00,2021-04-25 04:13:25+00:00,,12 MONTHS,28 DAYS,2021-04-20 05:24:30+00:00,2021-03-23 05:24:30+00:00,True,True,1878,1906,healthscope,SYD
986037,42978,122,Rule,Recompletion Required,0.0,2024-05-27 00:40:09+00:00,2026-06-24 03:23:03+00:00,2024-05-27 03:15:15+00:00,2024-05-27 03:23:03+00:00,2024-05-27 00:40:09+00:00,2026-05-26 17:57:15+00:00,Administrative Staff,24 MONTHS,0 WEEKS,2026-05-27 03:23:03+00:00,2026-05-27 03:23:03+00:00,True,True,0,43,sonic,SYD
3170226,10276,5344,Manual,Recompletion Required,0.0,2024-09-23 06:33:40+00:00,2025-09-17 14:00:00+00:00,2024-09-10 14:00:00+00:00,2024-09-10 14:00:00+00:00,2024-09-23 06:33:40+00:00,2026-01-28 00:54:37+00:00,,12 MONTHS,1 WEEKS,2025-09-10 14:00:00+00:00,2025-09-03 14:00:00+00:00,True,True,0,302,healthscopeelearning,SYD
3947717,85577,706,Rule,Not Yet Started,0.0,2025-11-07 03:46:57+00:00,2025-12-05 03:46:57+00:00,,,2025-11-07 03:46:57+00:00,2025-11-07 03:46:57+00:00,AU ALL - DIRECT STAFF - (End Dated 7/23 > 6/25),0 MONTHS,0 DAYS,,,False,True,216,0,wilson,SYD
1285002,17985,3727,Manual,Not Yet Started,0.0,2023-05-08 23:38:53+00:00,2023-05-29 23:38:53+00:00,,,2023-05-08 23:38:53+00:00,2023-05-08 23:38:53+00:00,,0 MONTHS,0 DAYS,,,False,True,1137,0,msssecurity,SYD
267906,28752,5,Manual,Not Yet Started,0.0,2025-08-19 05:49:43+00:00,2025-09-02 05:49:43+00:00,,,2025-08-19 05:49:43+00:00,2025-08-19 05:49:43+00:00,,0 MONTHS,0 DAYS,,,False,True,310,0,elmoacademy,SYD
88470,382,71,Manual,Recompletion Required,0.0,2017-09-12 23:25:23+00:00,2019-12-04 01:27:58+00:00,2018-10-09 00:26:42+00:00,2018-10-09 01:27:58+00:00,2017-09-12 23:25:23+00:00,2019-10-08 16:27:35+00:00,,12 MONTHS,4 WEEKS,2019-10-09 01:27:58+00:00,2019-09-11 01:27:58+00:00,True,True,0,2465,clinicallabs,SYD
739090,13999,455,Manual,Not Yet Started,,2012-06-26 00:00:00+00:00,2012-07-24 00:00:00+00:00,,,2015-11-02 22:39:21+00:00,2015-11-02 22:39:21+00:00,,0 MONTHS,0 DAYS,,,False,True,5098,0,healthscope,SYD
1164,240,39,Manual,Not Yet Started,0.0,2026-05-22 05:00:37+00:00,2026-06-12 05:00:37+00:00,,,2026-05-22 05:00:37+00:00,2026-05-22 05:00:37+00:00,,0 MONTHS,0 DAYS,,,False,True,27,0,ranzcr,SYD
579,265,21,Self,In Progress,0.0,2026-05-07 04:56:51+00:00,2026-06-07 04:56:51+00:00,2026-06-04 06:22:33+00:00,,2026-05-07 04:56:51+00:00,2026-06-04 06:22:33+00:00,,0 MONTHS,0 DAYS,,,False,True,32,0,wolterconsulting,SYD
526430,5187,6,Rule,Not Yet Started,0.0,2025-10-24 08:21:12+00:00,2025-10-24 08:21:12+00:00,,,2025-10-24 08:21:12+00:00,2025-10-24 08:21:12+00:00,Disability Frontline National,0 MONTHS,0 DAYS,,,False,True,258,0,lifestylesolutions,SYD
9298,372,608,Manual,In Progress,0.0,2018-03-19 06:22:29+00:00,2018-09-17 06:22:29+00:00,2018-03-19 06:35:12+00:00,,2018-03-19 06:22:29+00:00,2018-03-19 06:35:12+00:00,,0 MONTHS,0 DAYS,,,False,True,2852,0,bne,SYD
13243,662,36,Manual,Not Yet Started,0.0,2023-06-29 14:30:00+00:00,2023-07-10 14:30:00+00:00,,,2025-09-25 23:02:08+00:00,2025-09-25 23:02:08+00:00,,24 MONTHS,1 MONTHS,,,False,True,1095,0,jurlique,SYD
43875,2144,129,Rule,Recompletion Required,0.0,2025-04-23 05:54:33+00:00,2026-06-29 07:01:56+00:00,2025-04-29 07:01:09+00:00,2025-04-29 07:01:56+00:00,2025-04-23 05:54:33+00:00,2026-03-28 17:31:13+00:00,Altius Group - Compliance Modules,12 MONTHS,1 MONTHS,2026-04-29 07:01:56+00:00,2026-03-29 07:01:56+00:00,True,True,0,71,altiusgroup,SYD
681871,1662,749,Manual,Not Yet Started,0.0,2026-06-06 06:23:03+00:00,2026-07-06 06:23:03+00:00,,,2026-06-06 06:23:03+00:00,2026-06-06 06:23:03+00:00,,18 MONTHS,1 MONTHS,,,False,True,3,0,catercare,SYD
572679,125848,42,Manual,Recompletion Required,0.0,2020-10-12 01:49:13+00:00,,2021-09-19 03:37:09+00:00,2021-09-19 04:22:32+00:00,2017-10-05 21:02:30+00:00,2024-07-01 03:06:32+00:00,,24 MONTHS,6 MONTHS,2023-09-19 04:22:32+00:00,2023-03-19 04:22:32+00:00,True,False,0,1024,qut,SYD
408256,15012,560,Manual,Not Yet Started,0.0,2019-02-18 22:32:08+00:00,2019-05-18 23:32:08+00:00,,,2019-02-18 22:32:08+00:00,2019-02-18 22:32:08+00:00,,0 MONTHS,0 DAYS,,,False,True,2609,0,ndia,GOV
813115,17394,7624,Manual,Not Yet Started,,2013-05-13 00:00:00+00:00,2013-06-10 00:00:00+00:00,,,2015-11-02 23:19:42+00:00,2015-11-02 23:19:42+00:00,,0 MONTHS,0 DAYS,,,False,True,4777,0,healthscope,SYD
997980,680,83,Manual,Not Yet Started,,2015-12-16 00:11:39+00:00,2016-01-13 00:11:39+00:00,,,2015-11-03 01:52:43+00:00,2015-11-03 01:52:43+00:00,,0 MONTHS,0 DAYS,,,False,True,3830,0,healthscope,SYD
2235594,33908,1046,Manual,Not Yet Started,0.0,2021-12-13 00:26:27+00:00,2021-12-27 00:26:27+00:00,,,2021-12-13 00:26:27+00:00,2021-12-13 00:26:27+00:00,,0 MONTHS,0 DAYS,,,False,True,1655,0,wilson,SYD
254405,27123,30,Self,In Progress,0.0,2025-04-14 21:50:17+00:00,2025-05-12 21:50:17+00:00,2025-04-14 21:50:21+00:00,,2025-04-14 21:50:17+00:00,2025-04-14 21:50:21+00:00,,0 MONTHS,0 DAYS,,,False,True,423,0,elmoacademy,SYD
3309023,22486,11129,Manual,Recompletion Required,0.0,2021-01-29 05:09:33+00:00,2025-11-25 00:27:20+00:00,2024-11-11 00:20:27+00:00,2024-11-11 00:27:20+00:00,2024-12-09 10:42:56+00:00,2025-10-13 15:29:16+00:00,,12 MONTHS,4 WEEKS,2025-11-11 00:27:20+00:00,2025-10-14 00:27:20+00:00,True,True,0,240,healthscopeelearning,SYD
1978,2112,2,Manual,Recompletion Required,0.0,2023-10-18 06:10:38+00:00,,2021-08-17 14:00:00+00:00,2021-08-17 14:00:00+00:00,2023-10-18 06:10:38+00:00,2024-07-18 16:34:52+00:00,,36 MONTHS,30 DAYS,2024-08-17 14:00:00+00:00,2024-07-18 14:00:00+00:00,True,False,0,691,qutcontractorinduction,SYD
310309,62411,245,Manual,Recompletion Required,0.0,2017-02-05 16:04:16+00:00,2020-01-10 15:19:58+00:00,2018-01-15 15:03:47+00:00,2018-01-15 15:19:58+00:00,2016-09-07 01:35:29+00:00,2019-11-15 16:12:22+00:00,,22 MONTHS,0 DAYS,2019-11-15 15:19:58+00:00,2019-11-15 15:19:58+00:00,True,True,0,2428,crownlearn,SYD
1013464,11781,3242,Manual,Not Yet Started,0.0,2022-03-02 05:49:55+00:00,2022-03-16 05:49:55+00:00,,,2022-03-02 05:49:55+00:00,2022-03-02 05:49:55+00:00,,0 MONTHS,0 DAYS,,,False,True,1576,0,msssecurity,SYD
21994,348,468,Rule,In Progress,0.0,2026-06-04 05:37:07+00:00,2026-07-04 05:37:07+00:00,2026-07-03 03:24:07+00:00,,2026-06-04 05:37:07+00:00,2026-07-03 03:24:07+00:00,a2 new courses,12 MONTHS,10 DAYS,,,False,True,5,0,yashili,SYD
36504,1292,1345,Manual,In Progress,0.0,2026-02-10 06:18:56+00:00,2026-05-13 23:22:49+00:00,2026-06-29 04:39:14+00:00,2026-02-11 22:22:49+00:00,2026-02-10 06:18:56+00:00,2026-06-29 04:39:14+00:00,,9 WEEKS,7 DAYS,2026-04-15 22:22:49+00:00,2026-04-08 22:22:49+00:00,True,True,57,85,heritagelifecare,SYD
1022770,251346,834,Self,Recompletion Required,0.0,2023-01-23 04:20:47+00:00,2026-02-20 04:35:36+00:00,2023-01-23 04:21:32+00:00,2023-01-23 04:35:36+00:00,2025-01-13 00:21:42+00:00,2026-01-08 15:34:16+00:00,,36 MONTHS,2 WEEKS,2026-01-23 04:35:36+00:00,2026-01-09 04:35:36+00:00,True,True,0,167,uomtrainme,SYD
481725,5786,1604,Manual,Not Yet Started,0.0,2023-09-21 08:29:50+00:00,2023-10-21 07:29:50+00:00,,,2025-01-13 00:35:16+00:00,2025-01-13 00:35:16+00:00,,0 MONTHS,0 DAYS,,,False,True,992,0,hiltonfoods,SYD
3059107,15211,10554,Manual,Recompletion Required,0.0,2021-06-10 02:17:01+00:00,2025-09-23 14:00:00+00:00,2024-01-25 03:39:48+00:00,2024-09-09 14:00:00+00:00,2024-07-02 03:21:12+00:00,2025-08-12 16:30:53+00:00,,12 MONTHS,4 WEEKS,2025-09-09 14:00:00+00:00,2025-08-12 14:00:00+00:00,True,True,0,303,healthscopeelearning,SYD
16037,1179,192,Manual,Recompletion Required,0.0,2022-09-01 11:50:50+00:00,,2022-08-03 14:30:00+00:00,2022-08-03 14:30:00+00:00,2022-09-01 11:50:50+00:00,2023-07-20 16:50:01+00:00,,12 MONTHS,2 WEEKS,2023-08-03 14:30:00+00:00,2023-07-20 14:30:00+00:00,True,False,0,1071,anglicaresasandbox,SYD
5923,629,48,Manual,Not Yet Started,0.0,2022-04-20 00:33:00+00:00,2022-06-20 00:33:00+00:00,,,2022-04-20 00:33:00+00:00,2022-04-20 00:33:00+00:00,,0 MONTHS,0 DAYS,,,False,True,1480,0,ract,SYD
1134,323,54,Rule,Not Yet Started,0.0,2026-02-03 00:00:25+00:00,2026-03-03 00:00:25+00:00,,,2026-02-03 00:00:25+00:00,2026-02-03 00:00:25+00:00,Construction - Staff Induction,0 MONTHS,0 DAYS,,,False,True,128,0,effectivehr,SYD
67113,1978,679,Manual,Not Yet Started,0.0,2026-02-20 04:01:38+00:00,2026-03-20 04:01:38+00:00,,,2026-02-20 04:01:38+00:00,2026-02-20 04:01:38+00:00,,0 MONTHS,0 DAYS,,,False,True,111,0,kalyra,SYD
38178,1204,125,Rule,Not Yet Started,0.0,2026-06-24 00:31:09+00:00,2026-07-01 00:31:09+00:00,,,2026-06-24 00:31:09+00:00,2026-06-24 00:31:09+00:00,All Employees - Star Core Training,0 MONTHS,0 DAYS,,,False,True,8,0,staraviation,SYD
48986,481,556,Manual,In Progress,0.0,2023-11-01 02:51:35+00:00,2024-03-01 02:51:35+00:00,2023-11-05 04:38:27+00:00,,2023-11-01 02:51:35+00:00,2023-11-05 04:38:27+00:00,,0 MONTHS,0 DAYS,,,False,True,860,0,cos,SYD
4587,426,18,Rule,Not Yet Started,0.0,2020-10-25 04:21:07+00:00,2020-11-22 04:21:07+00:00,,,2020-10-25 04:21:07+00:00,2020-10-25 04:21:07+00:00,Employee Induction,0 MONTHS,0 DAYS,,,False,True,2055,0,accessibilitytesting,SYD
2025,644,14,Manual,Not Yet Started,0.0,2024-12-23 00:05:31+00:00,2024-12-31 00:00:00+00:00,,,2024-12-23 00:05:31+00:00,2024-12-23 00:05:31+00:00,,0 MONTHS,0 DAYS,,,False,True,555,0,lunaparksydney,SYD
950649,9423,158,Manual,Not Yet Started,,2013-01-14 00:00:00+00:00,2013-02-11 00:00:00+00:00,,,2015-11-03 00:25:14+00:00,2015-11-03 00:25:14+00:00,,0 MONTHS,0 DAYS,,,False,True,4896,0,healthscope,SYD
3376464,47059,5273,Rule,Recompletion Required,0.0,2025-01-22 20:15:37+00:00,2026-04-03 13:00:00+00:00,2025-03-27 13:00:00+00:00,2025-03-27 13:00:00+00:00,2025-01-22 20:15:37+00:00,2026-03-20 15:50:55+00:00,Northern Beaches - Orientation + Fire Practical,12 MONTHS,1 WEEKS,2026-03-27 13:00:00+00:00,2026-03-20 13:00:00+00:00,True,True,0,104,healthscopeelearning,SYD
1188948,80080,2216,Manual,Recompletion Required,0.0,2021-06-24 02:41:18+00:00,2025-11-11 09:40:17+00:00,2023-10-19 09:33:55+00:00,2023-10-19 09:40:17+00:00,2021-06-24 02:41:18+00:00,2025-08-18 16:32:17+00:00,,22 MONTHS,0 DAYS,2025-08-19 09:40:17+00:00,2025-08-19 09:40:17+00:00,True,True,0,324,crownlearn,SYD
156712,1998,318,Manual,In Progress,0.0,2026-03-23 08:13:27+00:00,2026-04-13 09:13:27+00:00,2026-03-23 23:31:42+00:00,,2026-03-23 08:13:27+00:00,2026-03-23 23:31:42+00:00,,0 MONTHS,0 DAYS,,,False,True,87,0,dplh,SYD
4278060,70449,14605,Manual,In Progress,0.0,2020-06-11 14:07:47+00:00,2020-06-25 14:07:47+00:00,2020-07-17 05:53:23+00:00,,2020-06-11 14:07:47+00:00,2020-07-17 05:53:23+00:00,,24 MONTHS,2 WEEKS,,,False,True,2205,0,healthscope,SYD
6042,2982,4,Manual,Recompletion Required,0.0,2019-07-31 23:33:12+00:00,2024-11-09 22:42:02+00:00,2022-10-26 22:30:01+00:00,2022-10-26 22:42:02+00:00,2019-07-31 23:33:12+00:00,2024-10-12 15:32:07+00:00,,24 MONTHS,2 WEEKS,2024-10-26 22:42:02+00:00,2024-10-12 22:42:02+00:00,True,True,0,621,federation,SYD
22705,1770,34,Self,Not Yet Started,0.0,2019-07-11 21:38:54+00:00,2019-08-08 21:38:54+00:00,,,2019-07-11 21:38:54+00:00,2019-07-11 21:38:54+00:00,,0 MONTHS,0 DAYS,,,False,True,2527,0,elmoacademy,SYD
53228,1458,754,Manual,Recompletion Required,0.0,2023-03-20 04:11:52+00:00,2025-09-22 14:00:00+00:00,2023-03-31 17:21:42+00:00,2024-09-08 14:00:00+00:00,2023-03-20 04:11:52+00:00,2025-09-07 16:35:30+00:00,,12 MONTHS,1 DAYS,2025-09-08 14:00:00+00:00,2025-09-07 14:00:00+00:00,True,True,0,304,swancare,SYD
421837,10128,174,Manual,Recompletion Required,0.0,2018-09-24 02:13:22+00:00,2025-04-30 14:00:00+00:00,2020-01-21 06:07:11+00:00,2023-04-02 14:00:00+00:00,2026-06-05 04:32:51+00:00,2026-06-05 04:32:51+00:00,,24 MONTHS,1 WEEKS,2025-04-02 14:00:00+00:00,2025-03-26 14:00:00+00:00,True,True,0,463,csu,SYD
23654,1647,188,Rule,Exempted,0.0,2026-02-23 02:36:42+00:00,2026-03-09 02:36:42+00:00,,,2026-02-23 02:36:42+00:00,2026-03-23 03:59:51+00:00,Fraud and Corruption Awareness,12 MONTHS,2 DAYS,,,False,True,122,0,wdeaworks,SYD
80741,3395,602,Rule,Not Yet Started,0.0,2025-12-17 20:16:33+00:00,2026-01-17 20:16:33+00:00,,,2025-12-17 20:16:33+00:00,2025-12-17 20:16:33+00:00,Emergency Procedures,12 MONTHS,4 WEEKS,,,False,True,173,0,cos,SYD
256643,1354,418,Rule,Not Yet Started,0.0,2026-05-29 00:16:33+00:00,2026-06-26 00:16:33+00:00,,,2026-05-29 00:16:33+00:00,2026-05-29 00:16:33+00:00,Domestic and Family Violence Services Policies and Procedures,12 MONTHS,1 MONTHS,,,False,True,13,0,ucwcsa,SYD
1575251,27412,9676,Manual,Not Yet Started,0.0,2016-09-08 07:01:28+00:00,2016-11-03 07:01:28+00:00,,,2016-09-08 07:01:28+00:00,2016-09-08 07:01:28+00:00,,0 MONTHS,0 DAYS,,,False,True,3535,0,healthscope,SYD
901537,18163,473,Manual,Not Yet Started,,2011-07-14 00:00:00+00:00,2011-08-11 00:00:00+00:00,,,2015-11-02 23:58:51+00:00,2015-11-02 23:58:51+00:00,,0 MONTHS,0 DAYS,,,False,True,5446,0,healthscope,SYD
5781,3906,10,Manual,Not Yet Started,0.0,2024-11-11 23:11:52+00:00,2024-12-11 23:11:52+00:00,,,2024-11-11 23:11:52+00:00,2024-11-11 23:11:52+00:00,,0 MONTHS,0 DAYS,,,False,True,575,0,oneharvest,SYD
793580,23127,502,Manual,Not Yet Started,,2012-12-18 00:00:00+00:00,2013-01-15 00:00:00+00:00,,,2015-11-02 23:08:18+00:00,2015-11-02 23:08:18+00:00,,0 MONTHS,0 DAYS,,,False,True,4923,0,healthscope,SYD
22829,1456,107,Manual,Not Yet Started,0.0,2024-04-04 07:00:21+00:00,2024-05-09 07:00:21+00:00,,,2024-04-04 07:00:21+00:00,2024-04-04 07:00:21+00:00,,0 WEEKS,0 DAYS,,,False,True,791,0,busyatwork,SYD
59102,1338,612,Manual,Not Yet Started,0.0,2025-04-11 04:12:11+00:00,2025-05-09 00:00:00+00:00,,,2025-04-11 04:12:11+00:00,2025-04-11 04:12:11+00:00,,0 MONTHS,0 DAYS,,,False,True,426,0,kalyra,SYD
1816,765,13,Manual,Recompletion Required,0.0,2020-05-05 00:36:54+00:00,2021-06-01 13:02:35+00:00,2020-05-18 12:53:19+00:00,2020-05-18 13:02:35+00:00,2020-05-05 00:36:54+00:00,2021-05-03 17:34:06+00:00,,12 MONTHS,2 WEEKS,2021-05-18 13:02:35+00:00,2021-05-04 13:02:35+00:00,True,True,0,1878,gladgroup,SYD
16012,754,357,Self,Not Yet Started,0.0,2024-10-09 06:33:38+00:00,2024-06-21 00:00:00+00:00,,,2024-10-09 06:33:38+00:00,2024-10-09 06:33:38+00:00,,0 MONTHS,0 DAYS,,,False,True,748,0,protech,SYD
426191,9662,565,Manual,Not Yet Started,0.0,2019-03-13 01:52:17+00:00,2019-03-27 01:52:17+00:00,,,2019-03-13 01:52:17+00:00,2019-03-13 01:52:17+00:00,,0 MONTHS,0 DAYS,,,False,True,2661,0,ndia,GOV
472489,12454,387,Manual,Not Yet Started,0.0,2017-02-07 00:55:34+00:00,2017-03-07 00:55:34+00:00,,,2017-02-07 00:55:34+00:00,2017-02-07 00:55:34+00:00,,0 MONTHS,0 DAYS,,,False,True,3411,0,wilson,SYD
239883,1627,579,Rule,Not Yet Started,0.0,2025-04-06 22:07:30+00:00,2025-04-27 22:07:30+00:00,,,2025-04-06 22:07:30+00:00,2025-04-06 22:07:30+00:00,Safety Assurance and Audit Lead (TNA) 2025,0 MONTHS,0 DAYS,,,False,True,438,0,sydneymetro,SYD
1036899,29457,2566,Rule,Not Yet Started,0.0,2022-03-27 01:18:32+00:00,2022-04-10 02:18:32+00:00,,,2022-03-27 01:18:32+00:00,2022-03-27 01:18:32+00:00,P4G - Induction modules,12 MONTHS,2 MONTHS,,,False,True,1551,0,msssecurity,SYD
2274,336,19,Manual,Not Yet Started,0.0,2025-07-11 01:17:46+00:00,2025-08-08 01:17:46+00:00,,,2025-07-11 01:17:46+00:00,2025-07-11 01:17:46+00:00,,0 MONTHS,0 DAYS,,,False,True,335,0,ccfranchises,SYD
506549,21441,2,Manual,Recompletion Required,0.0,2020-01-23 22:12:57+00:00,2023-01-20 20:58:37+00:00,2022-01-06 20:37:30+00:00,2022-01-06 20:58:37+00:00,2020-01-23 22:12:57+00:00,2022-09-06 17:56:47+00:00,,12 MONTHS,4 MONTHS,2023-01-06 20:58:37+00:00,2022-09-06 20:58:37+00:00,True,True,0,1280,msssecurity,SYD
9542,172,47,Manual,In Progress,0.0,2026-05-25 03:22:14+00:00,2026-06-05 00:00:00+00:00,2026-07-07 02:23:58+00:00,,2026-05-25 03:22:14+00:00,2026-07-07 02:23:58+00:00,,0 MONTHS,0 DAYS,,,False,True,34,0,simoneperele,SYD
19980,716,904,Manual,Not Yet Started,0.0,2023-02-13 04:00:14+00:00,2023-03-27 04:00:14+00:00,,,2023-02-13 04:00:14+00:00,2023-02-13 04:00:14+00:00,,0 MONTHS,0 DAYS,,,False,True,1200,0,sgch,SYD
1209,430,18,Manual,Not Yet Started,0.0,2025-06-15 02:50:38+00:00,2025-07-15 02:50:38+00:00,,,2025-06-15 02:50:38+00:00,2025-06-15 02:50:38+00:00,,12 MONTHS,5 DAYS,,,False,True,359,0,nhcmaori,SYD
1471212,49264,8776,Manual,Recompletion Required,0.0,2017-07-10 21:03:04+00:00,2020-12-10 08:00:09+00:00,2019-11-12 07:58:02+00:00,2019-11-12 08:00:09+00:00,2016-07-27 00:40:59+00:00,2020-10-14 16:01:38+00:00,,12 MONTHS,28 DAYS,2020-11-12 08:00:09+00:00,2020-10-15 08:00:09+00:00,True,True,0,2065,healthscope,SYD
2344,820,14,Manual,Recompletion Required,0.0,2023-12-03 23:57:59+00:00,2024-12-11 00:04:58+00:00,2023-12-03 23:59:04+00:00,2023-12-04 00:04:58+00:00,2023-12-03 23:57:59+00:00,2024-11-19 15:31:54+00:00,,12 MONTHS,14 DAYS,2024-12-04 00:04:58+00:00,2024-11-20 00:04:58+00:00,True,True,0,582,corporateair,SYD
49695,2058,217,Self,Not Yet Started,0.0,2024-08-18 19:28:22+00:00,2025-02-18 18:28:22+00:00,,,2024-08-18 19:28:22+00:00,2024-08-18 19:28:22+00:00,,0 MONTHS,0 DAYS,,,False,True,506,0,plumbingworld,SYD
5363,838,48,Rule,Exempted,0.0,2026-01-06 01:37:25+00:00,2026-02-03 01:37:25+00:00,,,2026-01-06 01:37:25+00:00,2026-01-06 22:49:16+00:00,New Starter Compliance Courses,24 MONTHS,2 WEEKS,,,False,True,156,0,srw,SYD
478586,74855,250,Manual,In Progress,0.0,2017-07-24 00:56:44+00:00,2017-09-18 00:56:44+00:00,2017-09-19 13:39:04+00:00,,2017-07-20 21:26:03+00:00,2017-09-19 13:39:04+00:00,,22 MONTHS,0 DAYS,,,False,True,3216,0,crownlearn,SYD
29062,72,351,Manual,In Progress,0.0,2021-01-13 06:27:20+00:00,2021-01-27 06:27:20+00:00,2021-01-13 06:27:20+00:00,,2021-01-13 06:27:20+00:00,2021-01-13 06:27:20+00:00,,12 MONTHS,28 DAYS,,,False,True,1989,0,swancare,SYD
10916,1357,38,Manual,Not Yet Started,0.0,2024-10-24 01:46:30+00:00,2024-10-31 01:46:30+00:00,,,2024-10-24 01:46:30+00:00,2024-10-24 01:46:30+00:00,,0 MONTHS,0 DAYS,,,False,True,616,0,wickhams,SYD
