Enrolment Id,USER_ID,COURSE_ID,Enrolment Method,Enrolment Status,Enrolment Cost,Enrolment First Enrolled Date,Enrolment Due Date,Enrolment Start Date,Enrolment Completion Date,Enrolment Created Date,Enrolment Modified Date,Enrolment Assignment Rule,Enrolment Retrain In Period,Enrolment Retrain Open In Period,Enrolment Retrain Date,Enrolment Retrain Open Date,Enrolment Is Retrain Overdue,Enrolment Is Enrolment Overdue,Enrolment Overdue Days,Enrolment Retrain Overdue Days,CLIENT_NAME,CLIENT_REGION
35036,984,125,Rule,Not Yet Started,0.0,2026-04-14 02:51:04+00:00,2026-04-14 02:51:04+00:00,,,2026-04-14 02:51:04+00:00,2026-04-14 02:51:04+00:00,Registered Nurse (Theatre) 2026,0 MONTHS,0 DAYS,,,False,True,84,0,mercyhospital,SYD
2797369,17665,2823,Rule,Not Yet Started,0.0,2026-05-19 23:54:20+00:00,2026-07-01 00:00:00+00:00,,,2026-05-19 23:54:20+00:00,2026-05-19 23:54:20+00:00,Frontline Learning - Enable Upskill - Daily Living Supports,0 MONTHS,0 DAYS,,,False,True,6,0,ndia,GOV
2334618,46712,1257,Rule,Recompletion Required,0.0,2024-12-10 21:22:50+00:00,2026-05-26 01:44:47+00:00,2025-02-06 05:48:03+00:00,2025-02-26 00:44:47+00:00,2024-12-10 21:22:50+00:00,2026-01-25 15:29:18+00:00,Mandatory Learning - Privacy and Information Handling,0 MONTHS,0 DAYS,,,False,True,0,0,ndia,GOV
21440,1936,1176,Manual,Completed,0.0,2025-11-04 02:18:21+00:00,2025-11-25 02:18:21+00:00,2025-12-03 19:34:49+00:00,2026-04-29 05:24:04+00:00,2025-11-04 02:18:21+00:00,2026-04-29 05:24:04+00:00,,0 MONTHS,0 DAYS,,,False,False,0,0,heritagelifecare,SYD
1206,274,37,Manual,Completed,0.0,2026-02-11 05:05:39+00:00,2026-03-25 05:05:39+00:00,2026-04-29 00:12:52+00:00,2026-04-29 00:24:34+00:00,2026-02-11 05:05:39+00:00,2026-04-29 00:24:34+00:00,,0 MONTHS,0 DAYS,,,False,False,0,0,rslvic,SYD
2785726,52726,2194,Rule,Completed,0.0,2026-04-28 02:02:44+00:00,2026-05-26 02:02:44+00:00,2026-06-05 05:35:56+00:00,2026-06-05 05:52:06+00:00,2026-04-28 02:02:44+00:00,2026-06-05 05:52:06+00:00,,0 MONTHS,0 DAYS,,,False,False,0,0,ndia,GOV
61135,2625,1473,Manual,Not Yet Started,0.0,2026-04-29 00:55:03+00:00,2026-05-27 00:55:03+00:00,,,2026-04-29 00:55:03+00:00,2026-04-29 00:55:03+00:00,,0 MONTHS,0 DAYS,,,False,True,41,0,heritagelifecare,SYD
3050,273,8,Manual,Recompletion Required,0.0,2021-07-14 03:31:50+00:00,2024-02-24 07:27:32+00:00,2022-11-24 04:46:29+00:00,2022-11-24 07:27:32+00:00,2021-07-14 03:31:50+00:00,2023-09-23 16:50:41+00:00,,12 MONTHS,1 DAYS,2023-11-24 07:27:32+00:00,2023-11-23 07:27:32+00:00,True,True,0,956,rw,SYD
1380138,31675,1257,Rule,Recompletion Required,0.0,2022-08-23 02:02:34+00:00,2026-10-29 23:54:09+00:00,2025-07-30 00:31:12+00:00,2025-07-30 00:54:09+00:00,2022-08-23 02:02:34+00:00,2026-06-29 16:29:06+00:00,Mandatory Learning - Privacy and Information Handling,0 MONTHS,0 DAYS,,,False,False,0,0,ndia,GOV
9799,1690,229,Manual,Completed,0.0,2019-09-05 22:13:44+00:00,2026-04-29 03:11:30+00:00,2026-04-29 02:51:00+00:00,2026-04-29 02:55:12+00:00,2019-09-05 22:13:44+00:00,2026-04-29 02:55:12+00:00,,12 MONTHS,8 WEEKS,2027-04-29 02:55:12+00:00,2027-03-04 02:55:12+00:00,False,False,0,0,gladstonerc,SYD
2056352,42266,1059,Rule,Recompletion Required,0.0,2024-04-26 00:02:44+00:00,2025-09-13 05:59:54+00:00,2024-06-13 04:42:07+00:00,2024-06-13 05:59:54+00:00,2024-04-26 00:02:44+00:00,2025-05-12 16:28:29+00:00,Mandatory eLearning - Security Awareness,0 MONTHS,0 DAYS,,,False,True,0,0,ndia,GOV
2132968,43990,1482,Rule,Recompletion Required,0.0,2024-07-10 21:43:34+00:00,2026-10-07 01:07:25+00:00,2024-07-15 01:42:05+00:00,2024-07-15 02:07:25+00:00,2024-07-10 21:43:34+00:00,2026-06-14 16:36:30+00:00,Mandatory Learning - NDIA Safe and Respectful Workplace,0 MONTHS,0 DAYS,,,False,False,0,0,ndia,GOV
22528,1179,293,Rule,Completed,0.0,2026-04-24 03:32:29+00:00,,2026-04-29 04:25:30+00:00,2026-04-29 04:26:04+00:00,2026-04-24 03:32:29+00:00,2026-04-29 04:26:04+00:00,Workshop Specific SWMS,0 MONTHS,0 DAYS,,,False,False,0,0,stabilisedpavements,SYD
29154,999,8,Manual,Completed,0.0,2023-03-30 04:23:50+00:00,2025-10-26 01:17:34+00:00,2025-11-22 01:36:22+00:00,2025-11-22 01:46:04+00:00,2023-03-30 04:23:50+00:00,2025-11-22 01:46:04+00:00,,12 MONTHS,1 DAYS,2026-11-22 01:46:04+00:00,2026-11-21 01:46:04+00:00,False,False,0,0,rw,SYD
2798369,34788,2823,Rule,Not Yet Started,0.0,2026-05-19 23:56:34+00:00,2026-07-01 00:00:00+00:00,,,2026-05-19 23:56:34+00:00,2026-05-19 23:56:34+00:00,Frontline Learning - Enable Upskill - Daily Living Supports,0 MONTHS,0 DAYS,,,False,True,6,0,ndia,GOV
2295812,46024,1059,Rule,Not Yet Started,0.0,2024-10-29 03:53:25+00:00,2025-01-29 03:53:25+00:00,,,2024-10-29 03:53:25+00:00,2024-10-29 03:53:25+00:00,Mandatory eLearning - Security Awareness,0 MONTHS,0 DAYS,,,False,True,524,0,ndia,GOV
