Enrolment Id,USER_ID,COURSE_ID,Enrolment Method,Enrolment Status,Enrolment Cost,Enrolment First Enrolled Date,Enrolment Due Date,Enrolment Start Date,Enrolment Completion Date,Enrolment Created Date,Enrolment Modified Date,Enrolment Assignment Rule,Enrolment Retrain In Period,Enrolment Retrain Open In Period,Enrolment Retrain Date,Enrolment Retrain Open Date,Enrolment Is Retrain Overdue,Enrolment Is Enrolment Overdue,Enrolment Overdue Days,Enrolment Retrain Overdue Days,CLIENT_NAME,CLIENT_REGION
2228682,44218,1818,Manual,Completed,0.0,2024-09-13 05:47:10+00:00,2024-10-11 04:47:10+00:00,2024-09-20 00:50:33+00:00,2024-10-08 01:36:49+00:00,2024-09-13 05:47:10+00:00,2024-10-08 01:36:49+00:00,,0 MONTHS,0 DAYS,,,False,False,0,0,ndia,GOV
2143895,2585,1782,Self,Not Yet Started,0.0,2025-04-11 00:11:31+00:00,,,,2024-07-24 21:18:03+00:00,2025-04-11 00:11:31+00:00,,0 MONTHS,0 DAYS,,,False,False,0,0,ndia,GOV
2586595,50565,1820,Self,Completed,0.0,2025-08-28 01:13:58+00:00,2025-09-25 01:13:58+00:00,2025-08-28 01:39:33+00:00,2025-08-28 01:44:03+00:00,2025-08-28 01:13:58+00:00,2025-08-28 01:44:03+00:00,,0 MONTHS,0 DAYS,,,False,False,0,0,ndia,GOV
558432,13621,662,Manual,Completed,0.0,2019-10-04 05:53:49+00:00,,2019-10-08 03:39:13+00:00,2019-10-21 02:00:00+00:00,2019-10-04 05:53:49+00:00,2019-10-21 03:44:11+00:00,,0 MONTHS,0 DAYS,,,False,False,0,0,ndia,GOV
2635198,47373,2320,Self,Completed,0.0,2025-10-15 21:52:29+00:00,2026-01-15 21:52:29+00:00,2025-11-21 03:33:12+00:00,2025-11-21 04:23:30+00:00,2025-10-15 21:52:29+00:00,2025-11-21 04:23:30+00:00,,0 MONTHS,0 DAYS,,,False,False,0,0,ndia,GOV
1254,178,56,Self,Not Yet Started,0.0,2018-11-21 01:43:17+00:00,,,,2018-01-17 03:51:00+00:00,2018-11-21 01:43:17+00:00,,0 MONTHS,0 DAYS,,,False,False,0,0,auditsa,GOV
2663177,50018,2482,Manual,Completed,0.0,2025-11-18 22:23:29+00:00,,2025-11-24 03:01:24+00:00,2025-11-24 03:14:23+00:00,2025-11-18 22:23:29+00:00,2025-11-24 03:14:23+00:00,,0 MONTHS,0 DAYS,,,False,False,0,0,ndia,GOV
2743063,52437,2196,Rule,Completed,0.0,2026-03-24 01:32:33+00:00,2026-04-21 02:32:33+00:00,2026-06-05 05:55:35+00:00,2026-06-05 06:30:01+00:00,2026-03-24 01:32:33+00:00,2026-06-05 06:30:01+00:00,Mandatory 2025 - Working for the NDIA,0 MONTHS,0 DAYS,,,False,False,0,0,ndia,GOV
838869,4552,969,Manual,Completed,0.0,2021-02-01 21:45:10+00:00,,2021-03-18 05:05:02+00:00,2021-03-18 05:05:56+00:00,2021-02-01 21:45:10+00:00,2021-03-18 05:05:56+00:00,,0 MONTHS,0 DAYS,,,False,False,0,0,ndia,GOV
2663921,48438,2482,Manual,Not Yet Started,0.0,2025-11-18 22:32:02+00:00,,,,2025-11-18 22:32:02+00:00,2025-11-18 22:32:02+00:00,,0 MONTHS,0 DAYS,,,False,False,0,0,ndia,GOV
1195339,25762,1159,Manual,Completed,0.0,2022-01-31 03:39:53+00:00,2022-02-07 03:39:53+00:00,2022-03-08 00:17:02+00:00,2022-03-08 00:25:51+00:00,2022-01-31 03:39:53+00:00,2022-03-08 00:25:51+00:00,,0 MONTHS,0 DAYS,,,False,False,0,0,ndia,GOV
1576077,9647,1374,Self,Completed,0.0,2023-05-10 03:13:24+00:00,,2023-10-12 06:22:52+00:00,2023-10-12 06:41:07+00:00,2023-05-10 03:13:24+00:00,2023-10-12 06:41:07+00:00,,0 MONTHS,0 DAYS,,,False,False,0,0,ndia,GOV
1909064,28292,1382,Manual,Completed,0.0,2023-11-06 23:52:49+00:00,2024-02-06 23:52:49+00:00,2023-11-06 23:53:23+00:00,2023-12-31 06:00:00+00:00,2023-10-31 23:15:56+00:00,2023-11-21 01:31:03+00:00,,0 MONTHS,0 DAYS,,,False,False,0,0,ndia,GOV
2086805,38594,990,Self,In Progress,0.0,2024-05-28 04:11:45+00:00,,2024-05-28 04:11:58+00:00,,2024-05-28 04:11:45+00:00,2024-05-28 04:11:58+00:00,,0 MONTHS,0 DAYS,,,False,False,0,0,ndia,GOV
7641,94,97,Self,Not Yet Started,0.0,2022-10-26 05:22:15+00:00,,,,2022-10-26 05:22:15+00:00,2022-10-26 05:22:15+00:00,,0 DAYS,0 DAYS,,,False,False,0,0,auditsa,GOV
1795829,29366,1465,Manual,Completed,0.0,2023-08-11 03:30:08+00:00,2023-08-21 03:30:08+00:00,2023-08-20 22:16:49+00:00,2023-08-20 22:26:19+00:00,2023-08-11 03:30:08+00:00,2023-08-20 22:26:19+00:00,,0 MONTHS,0 DAYS,,,False,False,0,0,ndia,GOV
1057153,16788,1107,Manual,Completed,0.0,2021-10-04 04:21:55+00:00,2021-10-11 04:21:55+00:00,2021-10-04 04:32:09+00:00,2021-10-04 04:39:42+00:00,2021-10-04 04:21:55+00:00,2021-10-04 04:39:42+00:00,,0 MONTHS,0 DAYS,,,False,False,0,0,ndia,GOV
